# activity_index; type; from_event; to_event; lower_bound; upper_bound
14295; "change"; 1718; 1417; 4; 123
14296; "change"; 1720; 515; 5; 124
14297; "change"; 1720; 537; 5; 124
14298; "change"; 1720; 559; 5; 124
14299; "change"; 1720; 585; 5; 124
14300; "change"; 1720; 953; 5; 124
14301; "change"; 1720; 975; 5; 124
14302; "change"; 1720; 1001; 5; 124
14303; "change"; 1720; 1027; 5; 124
14304; "change"; 1720; 1053; 5; 124
14305; "change"; 1720; 1075; 5; 124
14306; "change"; 1720; 1145; 5; 124
14307; "change"; 1720; 1171; 5; 124
14308; "change"; 1720; 1295; 5; 124
14309; "change"; 1720; 1311; 5; 124
14310; "change"; 1720; 1401; 5; 124
14311; "change"; 1720; 1423; 5; 124
14312; "change"; 1722; 517; 4; 123
14313; "change"; 1722; 539; 4; 123
14314; "change"; 1722; 565; 4; 123
14315; "change"; 1722; 591; 4; 123
14316; "change"; 1722; 951; 4; 123
14317; "change"; 1722; 973; 4; 123
14318; "change"; 1722; 995; 4; 123
14319; "change"; 1722; 1021; 4; 123
14320; "change"; 1722; 1047; 4; 123
14321; "change"; 1722; 1069; 4; 123
14322; "change"; 1722; 1091; 4; 123
14323; "change"; 1722; 1117; 4; 123
14324; "change"; 1722; 1143; 4; 123
14325; "change"; 1722; 1169; 4; 123
14326; "change"; 1722; 1407; 4; 123
14327; "change"; 1722; 1429; 4; 123
14328; "change"; 1722; 1641; 4; 123
14329; "change"; 1722; 1667; 4; 123
14330; "change"; 1724; 949; 2; 121
14331; "change"; 1724; 971; 2; 121
14332; "change"; 1724; 993; 2; 121
14333; "change"; 1724; 1019; 2; 121
14334; "change"; 1724; 1045; 2; 121
14335; "change"; 1724; 1067; 2; 121
14336; "change"; 1724; 1089; 2; 121
14337; "change"; 1724; 1115; 2; 121
14338; "change"; 1724; 1141; 2; 121
14339; "change"; 1724; 1167; 2; 121
14340; "change"; 1726; 1495; 2; 121
14341; "change"; 1726; 1521; 2; 121
14342; "change"; 1728; 1493; 2; 121
14343; "change"; 1728; 1519; 2; 121
14344; "change"; 1730; 1491; 3; 122
14345; "change"; 1730; 1517; 3; 122
14346; "change"; 1732; 1489; 2; 121
14347; "change"; 1732; 1515; 2; 121
14348; "change"; 1734; 1487; 3; 122
14349; "change"; 1734; 1513; 3; 122
14350; "change"; 1736; 325; 3; 122
14351; "change"; 1736; 357; 3; 122
14352; "change"; 1736; 683; 3; 122
14353; "change"; 1736; 715; 3; 122
14354; "change"; 1736; 1485; 3; 122
14355; "change"; 1736; 1511; 3; 122
14356; "change"; 1738; 1483; 2; 121
14357; "change"; 1738; 1509; 2; 121
14358; "change"; 1740; 1481; 2; 121
14359; "change"; 1740; 1507; 2; 121
14360; "change"; 1742; 129; 4; 123
14361; "change"; 1742; 169; 4; 123
14362; "change"; 1742; 907; 4; 123
14363; "change"; 1742; 917; 4; 123
14364; "change"; 1742; 1331; 4; 123
14365; "change"; 1742; 1479; 4; 123
14366; "change"; 1742; 1505; 4; 123
14367; "change"; 1742; 1867; 4; 123
14368; "change"; 1742; 1907; 4; 123
14369; "change"; 1742; 2123; 4; 123
14370; "change"; 1742; 2133; 4; 123
14371; "change"; 1742; 2179; 4; 123
14372; "change"; 1742; 2201; 4; 123
14373; "change"; 1744; 1477; 2; 121
14374; "change"; 1744; 1503; 2; 121
14375; "change"; 1746; 1475; 2; 121
14376; "change"; 1746; 1501; 2; 121
14377; "change"; 1748; 1473; 3; 122
14378; "change"; 1748; 1499; 3; 122
14379; "change"; 1750; 127; 5; 124
14380; "change"; 1750; 167; 5; 124
14381; "change"; 1750; 1335; 5; 124
14382; "change"; 1750; 1349; 5; 124
14383; "change"; 1750; 1363; 5; 124
14384; "change"; 1750; 1375; 5; 124
14385; "change"; 1750; 1387; 5; 124
14386; "change"; 1750; 1409; 5; 124
14387; "change"; 1750; 1431; 5; 124
14388; "change"; 1750; 1451; 5; 124
14389; "change"; 1750; 1471; 5; 124
14390; "change"; 1750; 1497; 5; 124
14391; "change"; 1750; 1523; 5; 124
14392; "change"; 1750; 1527; 5; 124
14393; "change"; 1750; 1869; 5; 124
14394; "change"; 1752; 1495; 2; 121
14395; "change"; 1752; 1521; 2; 121
14396; "change"; 1754; 1493; 2; 121
14397; "change"; 1754; 1519; 2; 121
14398; "change"; 1756; 1491; 3; 122
14399; "change"; 1756; 1517; 3; 122
14400; "change"; 1758; 1489; 2; 121
14401; "change"; 1758; 1515; 2; 121
14402; "change"; 1760; 1487; 3; 122
14403; "change"; 1760; 1513; 3; 122
14404; "change"; 1762; 325; 3; 122
14405; "change"; 1762; 357; 3; 122
14406; "change"; 1762; 683; 3; 122
14407; "change"; 1762; 715; 3; 122
14408; "change"; 1762; 1485; 3; 122
14409; "change"; 1762; 1511; 3; 122
14410; "change"; 1764; 1483; 2; 121
14411; "change"; 1764; 1509; 2; 121
14412; "change"; 1766; 1481; 2; 121
14413; "change"; 1766; 1507; 2; 121
14414; "change"; 1768; 129; 4; 123
14415; "change"; 1768; 169; 4; 123
14416; "change"; 1768; 907; 4; 123
14417; "change"; 1768; 917; 4; 123
14418; "change"; 1768; 1331; 4; 123
14419; "change"; 1768; 1479; 4; 123
14420; "change"; 1768; 1505; 4; 123
14421; "change"; 1768; 1867; 4; 123
14422; "change"; 1768; 1907; 4; 123
14423; "change"; 1768; 2123; 4; 123
14424; "change"; 1768; 2133; 4; 123
14425; "change"; 1768; 2179; 4; 123
14426; "change"; 1768; 2201; 4; 123
14427; "change"; 1770; 1477; 2; 121
14428; "change"; 1770; 1503; 2; 121
14429; "change"; 1772; 1475; 2; 121
14430; "change"; 1772; 1501; 2; 121
14431; "change"; 1774; 1473; 3; 122
14432; "change"; 1774; 1499; 3; 122
14433; "change"; 1776; 127; 5; 124
14434; "change"; 1776; 167; 5; 124
14435; "change"; 1776; 1335; 5; 124
14436; "change"; 1776; 1349; 5; 124
14437; "change"; 1776; 1363; 5; 124
14438; "change"; 1776; 1375; 5; 124
14439; "change"; 1776; 1387; 5; 124
14440; "change"; 1776; 1409; 5; 124
14441; "change"; 1776; 1431; 5; 124
14442; "change"; 1776; 1451; 5; 124
14443; "change"; 1776; 1471; 5; 124
14444; "change"; 1776; 1497; 5; 124
14445; "change"; 1776; 1523; 5; 124
14446; "change"; 1776; 1527; 5; 124
14447; "change"; 1776; 1869; 5; 124
14448; "change"; 1778; 751; 2; 121
14449; "change"; 1778; 771; 2; 121
14450; "change"; 1778; 789; 2; 121
14451; "change"; 1778; 807; 2; 121
14452; "change"; 1778; 1815; 2; 121
14453; "change"; 1780; 749; 1; 120
14454; "change"; 1780; 769; 1; 120
14455; "change"; 1780; 787; 1; 120
14456; "change"; 1780; 805; 1; 120
14457; "change"; 1780; 1817; 1; 120
14458; "change"; 1782; 745; 2; 121
14459; "change"; 1782; 765; 2; 121
14460; "change"; 1782; 785; 2; 121
14461; "change"; 1782; 803; 2; 121
14462; "change"; 1782; 1821; 2; 121
14463; "change"; 1784; 743; 2; 121
14464; "change"; 1784; 763; 2; 121
14465; "change"; 1784; 783; 2; 121
14466; "change"; 1784; 801; 2; 121
14467; "change"; 1784; 1823; 2; 121
14468; "change"; 1786; 741; 2; 121
14469; "change"; 1786; 761; 2; 121
14470; "change"; 1786; 781; 2; 121
14471; "change"; 1786; 799; 2; 121
14472; "change"; 1786; 1825; 2; 121
14473; "change"; 1788; 739; 2; 121
14474; "change"; 1788; 759; 2; 121
14475; "change"; 1788; 779; 2; 121
14476; "change"; 1788; 797; 2; 121
14477; "change"; 1788; 1827; 2; 121
14478; "change"; 1790; 737; 2; 121
14479; "change"; 1790; 757; 2; 121
14480; "change"; 1790; 777; 2; 121
14481; "change"; 1790; 795; 2; 121
14482; "change"; 1790; 1829; 2; 121
14483; "change"; 1792; 735; 1; 120
14484; "change"; 1792; 755; 1; 120
14485; "change"; 1792; 775; 1; 120
14486; "change"; 1792; 793; 1; 120
14487; "change"; 1792; 1831; 1; 120
14488; "change"; 1794; 637; 3; 122
14489; "change"; 1794; 645; 3; 122
14490; "change"; 1794; 653; 3; 122
14491; "change"; 1794; 661; 3; 122
14492; "change"; 1794; 669; 3; 122
14493; "change"; 1794; 701; 3; 122
14494; "change"; 1794; 733; 3; 122
14495; "change"; 1794; 753; 3; 122
14496; "change"; 1794; 773; 3; 122
14497; "change"; 1794; 791; 3; 122
14498; "change"; 1794; 809; 3; 122
14499; "change"; 1794; 843; 3; 122
14500; "change"; 1794; 877; 3; 122
14501; "change"; 1794; 883; 3; 122
14502; "change"; 1794; 889; 3; 122
14503; "change"; 1794; 895; 3; 122
14504; "change"; 1796; 751; 2; 121
14505; "change"; 1796; 771; 2; 121
14506; "change"; 1796; 789; 2; 121
14507; "change"; 1796; 807; 2; 121
14508; "change"; 1796; 1815; 2; 121
14509; "change"; 1798; 749; 1; 120
14510; "change"; 1798; 769; 1; 120
14511; "change"; 1798; 787; 1; 120
14512; "change"; 1798; 805; 1; 120
14513; "change"; 1798; 1817; 1; 120
14514; "change"; 1800; 745; 2; 121
14515; "change"; 1800; 765; 2; 121
14516; "change"; 1800; 785; 2; 121
14517; "change"; 1800; 803; 2; 121
14518; "change"; 1800; 1821; 2; 121
14519; "change"; 1802; 743; 2; 121
14520; "change"; 1802; 763; 2; 121
14521; "change"; 1802; 783; 2; 121
14522; "change"; 1802; 801; 2; 121
14523; "change"; 1802; 1823; 2; 121
14524; "change"; 1804; 741; 2; 121
14525; "change"; 1804; 761; 2; 121
14526; "change"; 1804; 781; 2; 121
14527; "change"; 1804; 799; 2; 121
14528; "change"; 1804; 1825; 2; 121
14529; "change"; 1806; 739; 2; 121
14530; "change"; 1806; 759; 2; 121
14531; "change"; 1806; 779; 2; 121
14532; "change"; 1806; 797; 2; 121
14533; "change"; 1806; 1827; 2; 121
14534; "change"; 1808; 737; 2; 121
14535; "change"; 1808; 757; 2; 121
14536; "change"; 1808; 777; 2; 121
14537; "change"; 1808; 795; 2; 121
14538; "change"; 1808; 1829; 2; 121
14539; "change"; 1810; 735; 1; 120
14540; "change"; 1810; 755; 1; 120
14541; "change"; 1810; 775; 1; 120
14542; "change"; 1810; 793; 1; 120
14543; "change"; 1810; 1831; 1; 120
14544; "change"; 1812; 637; 3; 122
14545; "change"; 1812; 645; 3; 122
14546; "change"; 1812; 653; 3; 122
14547; "change"; 1812; 661; 3; 122
14548; "change"; 1812; 669; 3; 122
14549; "change"; 1812; 701; 3; 122
14550; "change"; 1812; 733; 3; 122
14551; "change"; 1812; 753; 3; 122
14552; "change"; 1812; 773; 3; 122
14553; "change"; 1812; 791; 3; 122
14554; "change"; 1812; 809; 3; 122
14555; "change"; 1812; 843; 3; 122
14556; "change"; 1812; 877; 3; 122
14557; "change"; 1812; 883; 3; 122
14558; "change"; 1812; 889; 3; 122
14559; "change"; 1812; 895; 3; 122
14560; "change"; 1814; 751; 2; 121
14561; "change"; 1814; 771; 2; 121
14562; "change"; 1814; 789; 2; 121
14563; "change"; 1814; 807; 2; 121
14564; "change"; 1814; 1779; 2; 121
14565; "change"; 1814; 1797; 2; 121
14566; "change"; 1816; 749; 1; 120
14567; "change"; 1816; 769; 1; 120
14568; "change"; 1816; 787; 1; 120
14569; "change"; 1816; 805; 1; 120
14570; "change"; 1816; 1781; 1; 120
14571; "change"; 1816; 1799; 1; 120
14572; "change"; 1818; 747; 2; 121
14573; "change"; 1818; 767; 2; 121
14574; "change"; 1820; 745; 2; 121
14575; "change"; 1820; 765; 2; 121
14576; "change"; 1820; 785; 2; 121
14577; "change"; 1820; 803; 2; 121
14578; "change"; 1820; 1783; 2; 121
14579; "change"; 1820; 1801; 2; 121
14580; "change"; 1822; 743; 2; 121
14581; "change"; 1822; 763; 2; 121
14582; "change"; 1822; 783; 2; 121
14583; "change"; 1822; 801; 2; 121
14584; "change"; 1822; 1785; 2; 121
14585; "change"; 1822; 1803; 2; 121
14586; "change"; 1824; 741; 2; 121
14587; "change"; 1824; 761; 2; 121
14588; "change"; 1824; 781; 2; 121
14589; "change"; 1824; 799; 2; 121
14590; "change"; 1824; 1787; 2; 121
14591; "change"; 1824; 1805; 2; 121
14592; "change"; 1826; 739; 2; 121
14593; "change"; 1826; 759; 2; 121
14594; "change"; 1826; 779; 2; 121
14595; "change"; 1826; 797; 2; 121
14596; "change"; 1826; 1789; 2; 121
14597; "change"; 1826; 1807; 2; 121
14598; "change"; 1828; 737; 2; 121
14599; "change"; 1828; 757; 2; 121
14600; "change"; 1828; 777; 2; 121
14601; "change"; 1828; 795; 2; 121
14602; "change"; 1828; 1791; 2; 121
14603; "change"; 1828; 1809; 2; 121
14604; "change"; 1830; 735; 1; 120
14605; "change"; 1830; 755; 1; 120
14606; "change"; 1830; 775; 1; 120
14607; "change"; 1830; 793; 1; 120
14608; "change"; 1830; 1793; 1; 120
14609; "change"; 1830; 1811; 1; 120
14610; "change"; 1832; 637; 3; 122
14611; "change"; 1832; 645; 3; 122
14612; "change"; 1832; 653; 3; 122
14613; "change"; 1832; 661; 3; 122
14614; "change"; 1832; 669; 3; 122
14615; "change"; 1832; 701; 3; 122
14616; "change"; 1832; 733; 3; 122
14617; "change"; 1832; 753; 3; 122
14618; "change"; 1832; 773; 3; 122
14619; "change"; 1832; 791; 3; 122
14620; "change"; 1832; 809; 3; 122
14621; "change"; 1832; 843; 3; 122
14622; "change"; 1832; 877; 3; 122
14623; "change"; 1832; 883; 3; 122
14624; "change"; 1832; 889; 3; 122
14625; "change"; 1832; 895; 3; 122
14626; "change"; 1834; 201; 3; 122
14627; "change"; 1834; 1875; 3; 122
14628; "change"; 1834; 2233; 3; 122
14629; "change"; 1836; 199; 4; 123
14630; "change"; 1836; 1877; 4; 123
14631; "change"; 1836; 2231; 4; 123
14632; "change"; 1838; 133; 4; 123
14633; "change"; 1838; 197; 4; 123
14634; "change"; 1838; 905; 4; 123
14635; "change"; 1838; 915; 4; 123
14636; "change"; 1838; 1329; 4; 123
14637; "change"; 1838; 1879; 4; 123
14638; "change"; 1838; 2125; 4; 123
14639; "change"; 1838; 2135; 4; 123
14640; "change"; 1838; 2181; 4; 123
14641; "change"; 1838; 2229; 4; 123
14642; "change"; 1840; 195; 2; 121
14643; "change"; 1840; 1881; 2; 121
14644; "change"; 1840; 2227; 2; 121
14645; "change"; 1842; 193; 3; 122
14646; "change"; 1842; 1883; 3; 122
14647; "change"; 1842; 2225; 3; 122
14648; "change"; 1844; 191; 2; 121
14649; "change"; 1844; 1885; 2; 121
14650; "change"; 1844; 2223; 2; 121
14651; "change"; 1846; 189; 2; 121
14652; "change"; 1846; 1887; 2; 121
14653; "change"; 1846; 2221; 2; 121
14654; "change"; 1848; 187; 2; 121
14655; "change"; 1848; 1889; 2; 121
14656; "change"; 1848; 2219; 2; 121
14657; "change"; 1850; 185; 2; 121
14658; "change"; 1850; 1891; 2; 121
14659; "change"; 1850; 2217; 2; 121
14660; "change"; 1852; 183; 2; 121
14661; "change"; 1852; 1893; 2; 121
14662; "change"; 1852; 2215; 2; 121
14663; "change"; 1854; 181; 2; 121
14664; "change"; 1854; 1895; 2; 121
14665; "change"; 1854; 2213; 2; 121
14666; "change"; 1856; 179; 2; 121
14667; "change"; 1856; 1897; 2; 121
14668; "change"; 1856; 2211; 2; 121
14669; "change"; 1858; 131; 4; 123
14670; "change"; 1858; 177; 4; 123
14671; "change"; 1858; 1899; 4; 123
14672; "change"; 1858; 2209; 4; 123
14673; "change"; 1860; 175; 1; 120
14674; "change"; 1860; 1901; 1; 120
14675; "change"; 1860; 2207; 1; 120
14676; "change"; 1862; 173; 2; 121
14677; "change"; 1862; 1903; 2; 121
14678; "change"; 1862; 2205; 2; 121
14679; "change"; 1864; 171; 2; 121
14680; "change"; 1864; 1905; 2; 121
14681; "change"; 1864; 2203; 2; 121
14682; "change"; 1866; 129; 4; 123
14683; "change"; 1866; 169; 4; 123
14684; "change"; 1866; 907; 4; 123
14685; "change"; 1866; 917; 4; 123
14686; "change"; 1866; 1331; 4; 123
14687; "change"; 1866; 1479; 4; 123
14688; "change"; 1866; 1505; 4; 123
14689; "change"; 1866; 1743; 4; 123
14690; "change"; 1866; 1769; 4; 123
14691; "change"; 1866; 1907; 4; 123
14692; "change"; 1866; 2123; 4; 123
14693; "change"; 1866; 2133; 4; 123
14694; "change"; 1866; 2179; 4; 123
14695; "change"; 1866; 2201; 4; 123
14696; "change"; 1868; 127; 5; 124
14697; "change"; 1868; 167; 5; 124
14698; "change"; 1868; 1335; 5; 124
14699; "change"; 1868; 1349; 5; 124
14700; "change"; 1868; 1363; 5; 124
14701; "change"; 1868; 1375; 5; 124
14702; "change"; 1868; 1387; 5; 124
14703; "change"; 1868; 1409; 5; 124
14704; "change"; 1868; 1431; 5; 124
14705; "change"; 1868; 1451; 5; 124
14706; "change"; 1868; 1471; 5; 124
14707; "change"; 1868; 1497; 5; 124
14708; "change"; 1868; 1523; 5; 124
14709; "change"; 1868; 1527; 5; 124
14710; "change"; 1870; 29; 5; 124
14711; "change"; 1870; 73; 5; 124
14712; "change"; 1870; 87; 5; 124
14713; "change"; 1870; 101; 5; 124
14714; "change"; 1870; 113; 5; 124
14715; "change"; 1870; 125; 5; 124
14716; "change"; 1870; 143; 5; 124
14717; "change"; 1870; 157; 5; 124
14718; "change"; 1870; 165; 5; 124
14719; "change"; 1870; 315; 5; 124
14720; "change"; 1870; 347; 5; 124
14721; "change"; 1870; 421; 5; 124
14722; "change"; 1870; 431; 5; 124
14723; "change"; 1870; 493; 5; 124
14724; "change"; 1870; 693; 5; 124
14725; "change"; 1870; 725; 5; 124
14726; "change"; 1870; 1103; 5; 124
14727; "change"; 1870; 1129; 5; 124
14728; "change"; 1870; 1203; 5; 124
14729; "change"; 1870; 1309; 5; 124
14730; "change"; 1870; 1325; 5; 124
14731; "change"; 1870; 1341; 5; 124
14732; "change"; 1870; 1355; 5; 124
14733; "change"; 1870; 1531; 5; 124
14734; "change"; 1870; 1541; 5; 124
14735; "change"; 1870; 1629; 5; 124
14736; "change"; 1870; 1655; 5; 124
14737; "change"; 1870; 2007; 5; 124
14738; "change"; 1870; 2017; 5; 124
14739; "change"; 1870; 2145; 5; 124
14740; "change"; 1870; 2161; 5; 124
14741; "change"; 1872; 1; 5; 124
14742; "change"; 1872; 3; 5; 124
14743; "change"; 1872; 5; 5; 124
14744; "change"; 1872; 15; 5; 124
14745; "change"; 1872; 25; 5; 124
14746; "change"; 1872; 39; 5; 124
14747; "change"; 1872; 47; 5; 124
14748; "change"; 1872; 55; 5; 124
14749; "change"; 1872; 63; 5; 124
14750; "change"; 1872; 71; 5; 124
14751; "change"; 1872; 83; 5; 124
14752; "change"; 1872; 97; 5; 124
14753; "change"; 1872; 111; 5; 124
14754; "change"; 1872; 123; 5; 124
14755; "change"; 1872; 135; 5; 124
14756; "change"; 1872; 149; 5; 124
14757; "change"; 1872; 163; 5; 124
14758; "change"; 1872; 203; 5; 124
14759; "change"; 1872; 221; 5; 124
14760; "change"; 1872; 239; 5; 124
14761; "change"; 1872; 251; 5; 124
14762; "change"; 1872; 263; 5; 124
14763; "change"; 1872; 273; 5; 124
14764; "change"; 1872; 283; 5; 124
14765; "change"; 1872; 285; 5; 124
14766; "change"; 1872; 287; 5; 124
14767; "change"; 1872; 289; 5; 124
14768; "change"; 1874; 201; 3; 122
14769; "change"; 1874; 1835; 3; 122
14770; "change"; 1874; 2233; 3; 122
14771; "change"; 1876; 199; 4; 123
14772; "change"; 1876; 1837; 4; 123
14773; "change"; 1876; 2231; 4; 123
14774; "change"; 1878; 133; 4; 123
14775; "change"; 1878; 197; 4; 123
14776; "change"; 1878; 905; 4; 123
14777; "change"; 1878; 915; 4; 123
14778; "change"; 1878; 1329; 4; 123
14779; "change"; 1878; 1839; 4; 123
14780; "change"; 1878; 2125; 4; 123
14781; "change"; 1878; 2135; 4; 123
14782; "change"; 1878; 2181; 4; 123
14783; "change"; 1878; 2229; 4; 123
14784; "change"; 1880; 195; 2; 121
14785; "change"; 1880; 1841; 2; 121
14786; "change"; 1880; 2227; 2; 121
14787; "change"; 1882; 193; 3; 122
14788; "change"; 1882; 1843; 3; 122
14789; "change"; 1882; 2225; 3; 122
14790; "change"; 1884; 191; 2; 121
14791; "change"; 1884; 1845; 2; 121
14792; "change"; 1884; 2223; 2; 121
14793; "change"; 1886; 189; 2; 121
14794; "change"; 1886; 1847; 2; 121
14795; "change"; 1886; 2221; 2; 121
14796; "change"; 1888; 187; 2; 121
14797; "change"; 1888; 1849; 2; 121
14798; "change"; 1888; 2219; 2; 121
14799; "change"; 1890; 185; 2; 121
14800; "change"; 1890; 1851; 2; 121
14801; "change"; 1890; 2217; 2; 121
14802; "change"; 1892; 183; 2; 121
14803; "change"; 1892; 1853; 2; 121
14804; "change"; 1892; 2215; 2; 121
14805; "change"; 1894; 181; 2; 121
14806; "change"; 1894; 1855; 2; 121
14807; "change"; 1894; 2213; 2; 121
14808; "change"; 1896; 179; 2; 121
14809; "change"; 1896; 1857; 2; 121
14810; "change"; 1896; 2211; 2; 121
14811; "change"; 1898; 131; 4; 123
14812; "change"; 1898; 177; 4; 123
14813; "change"; 1898; 1859; 4; 123
14814; "change"; 1898; 2209; 4; 123
14815; "change"; 1900; 175; 1; 120
14816; "change"; 1900; 1861; 1; 120
14817; "change"; 1900; 2207; 1; 120
14818; "change"; 1902; 173; 2; 121
14819; "change"; 1902; 1863; 2; 121
14820; "change"; 1902; 2205; 2; 121
14821; "change"; 1904; 171; 2; 121
14822; "change"; 1904; 1865; 2; 121
14823; "change"; 1904; 2203; 2; 121
14824; "change"; 1906; 129; 4; 123
14825; "change"; 1906; 169; 4; 123
14826; "change"; 1906; 907; 4; 123
14827; "change"; 1906; 917; 4; 123
14828; "change"; 1906; 1331; 4; 123
14829; "change"; 1906; 1479; 4; 123
14830; "change"; 1906; 1505; 4; 123
14831; "change"; 1906; 1743; 4; 123
14832; "change"; 1906; 1769; 4; 123
14833; "change"; 1906; 1867; 4; 123
14834; "change"; 1906; 2123; 4; 123
14835; "change"; 1906; 2133; 4; 123
14836; "change"; 1906; 2179; 4; 123
14837; "change"; 1906; 2201; 4; 123
14838; "change"; 1908; 909; 4; 123
14839; "change"; 1908; 919; 4; 123
14840; "change"; 1908; 1243; 4; 123
14841; "change"; 1908; 1263; 4; 123
14842; "change"; 1908; 1333; 4; 123
14843; "change"; 1908; 1435; 4; 123
14844; "change"; 1908; 1455; 4; 123
14845; "change"; 1908; 1525; 4; 123
14846; "change"; 1908; 1529; 4; 123
14847; "change"; 1908; 2121; 4; 123
14848; "change"; 1908; 2131; 4; 123
14849; "change"; 1908; 2177; 4; 123
14850; "change"; 1908; 2185; 4; 123
14851; "change"; 1908; 2189; 4; 123
14852; "change"; 1908; 2199; 4; 123
14853; "change"; 1910; 41; 7; 126
14854; "change"; 1910; 49; 7; 126
14855; "change"; 1910; 57; 7; 126
14856; "change"; 1910; 65; 7; 126
14857; "change"; 1910; 217; 7; 126
14858; "change"; 1910; 235; 7; 126
14859; "change"; 1910; 319; 7; 126
14860; "change"; 1910; 351; 7; 126
14861; "change"; 1910; 603; 7; 126
14862; "change"; 1910; 625; 7; 126
14863; "change"; 1910; 643; 7; 126
14864; "change"; 1910; 651; 7; 126
14865; "change"; 1910; 659; 7; 126
14866; "change"; 1910; 667; 7; 126
14867; "change"; 1910; 689; 7; 126
14868; "change"; 1910; 721; 7; 126
14869; "change"; 1910; 1107; 7; 126
14870; "change"; 1910; 1133; 7; 126
14871; "change"; 1910; 1151; 7; 126
14872; "change"; 1910; 1177; 7; 126
14873; "change"; 1910; 1215; 7; 126
14874; "change"; 1910; 1237; 7; 126
14875; "change"; 1910; 1257; 7; 126
14876; "change"; 1910; 1441; 7; 126
14877; "change"; 1910; 1461; 7; 126
14878; "change"; 1910; 1563; 7; 126
14879; "change"; 1910; 1585; 7; 126
14880; "change"; 1910; 1607; 7; 126
14881; "change"; 1910; 1625; 7; 126
14882; "change"; 1910; 1651; 7; 126
14883; "change"; 1910; 1689; 7; 126
14884; "change"; 1910; 1715; 7; 126
14885; "change"; 1910; 1915; 7; 126
